step_time,gneJ00_offset,gneJ9_offset,reward,queue_sum
1020,11,8,-7,81
1530,32,77,0,81
2040,42,66,3,78
2550,63,33,-6,84
3060,21,21,3,81
3570,42,90,-3,84
4080,52,79,3,81
4590,73,38,-3,84
5100,29,76,8,76
5610,39,65,1,75
6120,60,24,-9,84
6630,85,1,-2,86
7140,77,74,7,79
7650,35,36,1,78
8160,56,3,-1,79
8670,18,76,-8,87
9180,28,65,7,80
9690,38,54,1,79
10200,59,21,-2,81
10710,15,32,2,79
11220,16,101,-9,88
11730,26,90,2,86
12240,36,79,9,77
12750,46,38,-3,80
13260,4,5,1,79
13770,25,2,-7,86
14280,46,87,8,78
14790,51,46,-3,81
15300,9,13,3,78
15810,30,82,-4,82
16320,40,71,-3,85
16830,69,30,0,85
17340,25,7,3,82
17850,46,92,5,77
18360,75,51,0,77
18870,33,78,-1,78
19380,43,67,-1,79
19890,64,26,-6,85
20400,20,3,4,81
20910,41,28,0,81
21420,101,97,1,80
21930,59,92,9,71
22440,80,51,-2,73
22950,36,31,-9,82
23460,64,100,10,72
23970,19,59,-7,79
24480,29,8,-4,83
24990,30,93,0,83
25500,40,82,3,80
26010,50,41,0,80
26520,8,8,-5,85
27030,29,77,7,78
27540,39,66,1,77
28050,68,36,-4,81
28560,93,13,2,79
29070,49,100,1,78
29580,78,59,-2,80
30090,36,39,-6,86
30600,57,6,12,74
31110,13,79,-12,86
31620,23,68,10,76
32130,33,57,-3,79
32640,54,24,-7,86
33150,12,1,5,81
33660,33,74,11,70
34170,62,33,-14,84
34680,20,21,0,84
35190,41,90,5,79
35700,70,79,-2,81
36210,91,4,8,73
36720,83,77,0,73
37230,41,2,-10,83
37740,60,27,-8,91
38250,85,38,15,76
38760,41,22,-7,83
39270,69,91,9,74
39780,90,16,-5,79
40290,46,89,5,74
40800,75,48,0,74
41310,4,86,-6,80
41820,58,75,9,71
42330,79,64,-4,75
42840,37,44,-5,80
43350,58,11,-1,81
43860,14,36,-1,82
44370,24,7,-3,85
44880,45,92,9,76
45390,74,51,-2,78
45900,32,78,-1,79
46410,42,67,3,76
46920,63,26,-1,77
47430,19,3,-6,83
47940,40,88,3,80
48450,50,77,2,78
48960,71,36,-4,82
49470,96,74,7,75
49980,19,101,-8,83
50490,26,90,-2,85
51000,36,79,4,81
51510,65,68,1,80
52020,23,95,-6,86
52530,33,84,5,81
53040,43,73,1,80
53550,64,32,-5,85
54060,89,20,2,83
54570,45,5,6,77
55080,64,90,-3,80
55590,44,49,3,77
56100,65,16,-5,82
56610,21,27,-2,84
57120,42,96,2,82
57630,71,85,3,79
58140,92,10,-3,82
58650,84,83,0,82
59160,42,8,3,79
59670,67,93,3,76
60180,88,52,1,75
60690,11,90,-3,78
61200,21,79,-6,84
61710,31,68,9,75
62220,60,57,-1,76
62730,18,24,-5,81
63240,39,93,-1,82
63750,68,82,4,78
64260,89,7,-2,80
64770,81,80,1,79
65280,39,5,-3,82
65790,54,90,3,79
66300,83,49,3,76
66810,6,76,-4,80
67320,16,65,-4,84
67830,26,72,2,82
68340,36,61,4,78
68850,57,28,-7,85
69360,82,5,0,85
69870,74,78,10,75
70380,32,3,-3,78
70890,47,76,-1,79
71400,68,35,-3,82
71910,93,73,8,74
72420,51,100,1,73
72930,80,59,-5,78
73440,38,39,-8,86
73950,59,6,9,77
74460,15,79,-6,83
74970,25,68,3,80
75480,35,57,4,76
75990,56,24,-4,80
76500,14,35,1,79
77010,24,44,-1,80
77520,45,11,0,80
78030,73,31,-5,85
78540,29,8,3,82
79050,57,93,4,78
79560,86,52,-4,82
80070,9,79,2,80
80580,90,68,4,76
81090,48,95,-3,79
81600,77,84,5,74
82110,98,9,-8,82
82620,90,82,3,79
83130,48,7,-1,80
83640,4,92,3,77
84150,58,81,-1,78
84660,79,70,0,78
85170,37,97,-3,81
85680,66,86,3,78
86190,87,11,-1,79
86700,43,36,0,79
87210,64,3,5,74
87720,20,76,-9,83
88230,30,65,4,79
88740,40,67,3,76
89250,69,56,1,75
89760,27,18,-13,88
90270,48,87,11,77
90780,77,46,1,76
91290,35,84,-1,77
91800,64,73,0,77
92310,85,35,0,77
92820,41,19,-10,87
93330,69,2,14,73
93840,25,75,-14,87
94350,35,58,17,70
94860,56,17,-7,77
95370,12,28,-8,85
95880,33,46,7,78
96390,54,13,-1,79
96900,10,24,-2,81
97410,18,97,-1,82
97920,28,86,2,80
98430,33,75,4,76
98940,62,64,-2,78
99450,83,31,1,77
99960,39,15,-9,86
100470,67,100,10,76
100980,88,59,5,71
101490,46,86,-10,81
102000,75,45,4,77
102510,33,38,-1,78
103020,54,5,-1,79
103530,16,78,-2,81
104040,26,67,0,81
104550,36,90,4,77
105060,65,79,2,75
105570,86,46,-8,83
106080,44,84,10,73
106590,73,43,-8,81
107100,31,81,0,81
107610,60,70,10,71
108120,81,37,-3,74
108630,37,96,-13,87
109140,66,85,12,75
109650,87,74,-2,77
110160,45,54,-5,82
110670,66,21,-3,85
111180,22,32,1,84
111690,43,101,4,80
112200,72,90,5,75
112710,93,15,-6,81
113220,85,88,5,76
113730,4,13,-3,79
114240,68,10,2,77
114750,24,83,-6,83
115260,34,72,9,74
115770,63,61,1,73
116280,21,88,-11,84
116790,31,77,8,76
117300,32,66,-1,77
117810,42,68,-1,78
118320,63,27,-8,86
118830,21,4,4,82
119340,42,89,5,77
119850,71,78,-3,80
120360,92,3,6,74
120870,84,76,-5,79
121380,42,1,-5,84
121890,54,26,2,82
122400,12,99,-2,84
122910,22,88,-2,86
123420,32,77,10,76
123930,95,66,-4,80
124440,53,29,-5,85
124950,11,49,3,82
125460,21,100,3,79
125970,31,23,-3,82
126480,52,92,7,75
126990,81,51,-9,84
127500,39,89,7,77
128010,68,78,0,77
128520,89,3,1,76
129030,81,76,2,74
129540,39,1,-21,95
130050,54,86,19,76
130560,83,45,-3,79
131070,39,83,4,75
131580,68,72,0,75
132090,89,39,-9,84
132600,45,59,10,74
133110,66,26,-5,79
133620,22,3,-2,81
134130,43,76,3,78
134640,72,35,-4,82
135150,30,55,7,75
135660,51,22,-9,84
136170,9,5,-1,85
136680,30,2,6,79
137190,45,87,0,79
137700,74,76,1,78
138210,95,43,-4,82
138720,51,46,0,82
139230,72,13,9,73
139740,28,86,-10,83
140250,38,75,0,83
140760,48,64,8,75
141270,69,31,-4,79
141780,25,51,3,76
142290,35,53,1,75
142800,56,20,-9,84
143310,25,31,-1,85
143820,46,100,8,77
144330,75,89,5,72
144840,96,14,-4,76
145350,88,87,-2,78
145860,31,12,-4,82
146370,32,85,-2,84
146880,42,74,9,75
147390,71,63,-3,78
147900,29,26,-3,81
148410,50,95,7,74
148920,79,54,-4,78
149430,37,17,-2,80
149940,67,0,7,73
150450,23,73,-12,85
150960,33,62,7,78
151470,54,64,-1,79
151980,75,31,0,79
152490,31,69,1,78
153000,41,58,4,74
153510,62,25,-6,80
154020,18,2,-7,87
154530,39,87,6,81
155040,68,76,11,70
155550,89,43,-14,84
156060,45,81,8,76
156570,74,40,-1,77
157080,99,78,3,74
157590,57,58,-5,79
158100,78,25,-2,81
158610,34,45,2,79
159120,55,12,-1,80
159630,11,85,2,78
160140,21,72,-4,82
160650,31,61,7,75
161160,41,50,-2,77
161670,62,17,-6,83
162180,18,28,5,78
162690,39,97,-3,81
163200,68,86,10,71
163710,89,45,-11,82
164220,94,83,0,82
164730,52,8,2,80
165240,71,92,7,73
165750,92,51,-5,78
166260,48,89,-4,82
166770,77,48,7,75
167280,0,11,-8,83
167790,64,8,4,79
168300,20,81,-8,87
168810,30,70,8,79
169320,40,59,7,72
169830,61,26,-6,78
170340,75,46,1,77
170850,100,84,-2,79
171360,58,64,0,79
171870,79,31,-1,80
172380,35,51,4,76
172890,56,18,-5,81
173400,12,29,-3,84
173910,13,18,0,84
174420,34,87,6,78
174930,63,76,4,74
175440,84,43,-5,79
175950,7,81,-8,87
176460,36,70,12,75
176970,65,59,1,74
177480,23,21,-8,82
177990,44,90,-1,83
178500,73,79,12,71
179010,94,41,-12,83
179520,50,79,6,77
180030,79,38,-5,82
180540,93,58,5,77
181050,16,96,-7,84
181560,26,85,4,80
182070,36,74,2,78
182580,46,63,5,73
183090,67,30,-14,87
183600,81,41,-1,88
184110,95,79,14,74
184620,53,59,0,74
185130,74,26,-2,76
185640,30,46,1,75
186150,51,13,0,75
186660,7,98,-5,80
187170,36,87,-4,84
187680,46,76,12,72
188190,75,35,-6,78
188700,89,55,-4,82
189210,12,93,1,81
189720,22,82,2,79
190230,32,71,2,77
190740,42,60,0,77
191250,22,27,-6,83
191760,43,96,4,79
192270,72,85,1,78
192780,93,74,3,75
193290,2,54,-2,77
193800,12,3,-6,83
194310,33,76,7,76
194820,43,65,4,72
195330,64,54,-4,76
195840,22,50,-5,81
196350,32,52,1,80
196860,53,19,0,80
197370,78,39,5,75
197880,92,59,-2,77
198390,15,22,-7,84
198900,36,91,4,80
199410,65,80,4,76
199920,86,69,1,75
200430,44,49,0,75
200940,65,16,-2,77
201450,21,36,-6,83
201960,42,3,1,82
202470,57,88,4,78
202980,86,47,1,77
203490,9,85,-6,83
204000,19,74,-5,88
204510,29,81,5,83
205020,39,70,3,80
205530,68,59,5,75
206040,26,22,-9,84
206550,47,91,6,78
207060,76,83,-1,79
207570,97,8,-1,80
208080,89,81,2,78
208590,47,93,5,73
209100,76,52,-2,75
209610,34,15,-7,82
210120,35,35,1,81
210630,56,2,7,74
211140,26,75,-5,79
211650,36,64,4,75
212160,65,23,-2,77
212670,21,43,-2,79
213180,31,10,2,77
213690,32,95,-9,86
214200,42,84,6,80
214710,71,43,-4,84
215220,96,81,7,77
215730,54,61,5,72
216240,75,28,-10,82
216750,31,48,7,75
217260,52,15,1,74
217770,71,35,-7,81
218280,96,55,2,79
218790,19,93,-5,84
219300,29,82,2,82
219810,39,71,6,76
220320,68,30,-5,81
220830,82,50,7,74
221340,9,13,-5,79
221850,30,31,-7,86
222360,51,100,8,78
222870,80,59,3,75
223380,38,39,-9,84
223890,59,6,8,76
224400,15,79,-4,80
224910,25,68,-5,85
225420,35,51,14,71
225930,56,18,-9,80
226440,12,29,-5,85
226950,13,98,5,80
227460,23,87,-4,84
227970,33,76,3,81
228480,43,65,4,77
228990,64,32,-12,89
229500,76,52,8,81
230010,34,15,-3,84
230520,35,35,2,82
231030,56,2,9,73
231540,26,75,-4,77
232050,36,64,3,74
232560,65,23,-5,79
233070,57,43,1,78
233580,15,10,-7,85
234090,36,95,3,82
234600,46,84,9,73
235110,75,43,-12,85
235620,100,81,6,79
236130,23,61,-2,81
236640,33,79,2,79
237150,43,68,1,78
237660,64,27,-9,87
238170,20,38,5,82
238680,21,5,7,75
239190,42,78,-5,80
239700,71,67,3,77
240210,92,56,4,73
240720,84,93,-8,81
241230,3,52,1,80
241740,13,1,-1,81
242250,34,86,0,81
242760,44,75,8,73
243270,73,34,-7,80
243780,29,54,5,75
244290,50,21,-1,76
244800,55,41,-5,81
245310,13,8,-4,85
245820,35,77,8,77
246330,45,66,4,73
246840,66,25,-15,88
247350,22,45,8,80
247860,23,12,-4,84
248370,44,81,2,82
248880,73,40,9,73
249390,98,78,-8,81
249900,56,58,0,81
250410,77,25,1,80
250920,33,45,2,78
251430,54,12,-3,81
251940,10,32,-1,82
252450,20,38,3,79
252960,41,5,-3,82
253470,56,90,9,73
253980,77,49,-4,77
254490,0,12,-2,79
255000,88,9,-4,83
255510,80,82,0,83
256020,101,44,3,80
256530,93,64,7,73
257040,16,14,-10,83
257550,37,83,1,82
258060,47,72,6,76
258570,68,61,0,76
259080,26,28,-17,93
259590,47,97,17,76
260100,76,56,3,73
260610,34,6,-10,83
261120,35,91,4,79
261630,45,80,5,74
262140,74,39,-2,76
262650,88,59,-2,78
263160,80,97,1,77
263670,101,56,0,77
264180,24,94,-3,80
264690,34,83,-3,83
265200,63,72,5,78
265710,84,39,-2,80
266220,40,59,3,77
266730,61,26,-11,88
267240,75,46,16,72
267750,100,84,-6,78
268260,74,96,6,72
268770,95,61,-9,81
269280,18,24,1,80
269790,39,93,-3,83
270300,68,82,13,70
270810,89,41,-6,76
271320,1,61,-5,81
271830,11,94,-2,83
272340,40,83,2,81
272850,50,42,-1,82
273360,71,9,5,77
273870,27,82,-6,83
274380,37,71,13,70
274890,66,30,-15,85
275400,80,50,8,77
275910,7,88,-3,80
276420,36,77,0,80
276930,46,66,7,73
277440,67,55,-1,74
277950,25,22,-8,82
278460,46,91,7,75
278970,75,50,-2,77
279480,2,13,0,77
279990,66,10,-8,85
280500,22,83,-2,87
281010,32,72,10,77
281520,42,31,-9,86
282030,63,100,15,71
282540,84,59,-12,83
283050,42,97,3,80
283560,71,86,4,76
284070,92,45,-9,85
284580,48,83,10,75
285090,69,42,-4,79
285600,83,30,2,77
286110,39,50,2,75
286620,60,17,-8,83
287130,16,28,-2,85
287640,37,97,6,79
288150,66,86,6,73
288660,87,45,-8,81
289170,101,83,0,81
289680,59,95,0,81
290190,80,54,6,75
290700,38,17,-7,82
291210,66,0,8,74
291720,62,73,1,73
292230,83,40,-6,79
292740,39,78,3,76
293250,49,37,-6,82
293760,70,4,10,72
294270,26,77,-9,81
294780,36,66,11,70
295290,57,25,-15,85
295800,97,45,0,85
296310,53,48,1,84
296820,74,15,0,84
297330,36,35,0,84
297840,57,2,8,76
298350,13,75,-11,87
298860,23,6,1,86
299370,44,79,7,79
299880,65,38,-8,87
300390,90,76,12,75
300900,48,88,-7,82
301410,69,47,3,79
301920,27,85,-3,82
302430,37,74,2,80
302940,58,63,4,76
303450,79,30,-2,78
303960,35,50,-3,81
304470,56,17,0,81
304980,12,37,0,81
305490,22,43,-1,82
306000,43,10,-3,85
306510,68,95,11,74
307020,89,54,-3,77
307530,81,92,-1,78
308040,0,17,-6,84
308550,64,14,8,76
309060,20,34,4,72
309570,41,1,-9,81
310080,0,74,-3,84
310590,81,5,4,80
311100,73,78,3,77
311610,94,3,-6,83
312120,86,76,7,76
312630,44,88,-5,81
313140,73,47,3,78
313650,87,85,1,77
314160,6,10,-5,82
314670,27,7,0,82
315180,28,92,6,76
315690,19,81,-13,89
316200,48,70,11,78
316710,69,37,-2,80
317220,83,57,8,72
317730,75,69,-4,76
318240,96,96,-3,79
318750,15,21,-4,83
319260,36,90,7,76
319770,65,79,3,73
320280,86,46,-3,76
320790,42,84,-1,77
321300,71,73,2,75
321810,92,100,-7,82
322320,11,25,2,80
322830,32,31,5,75
323340,53,100,-3,78
323850,82,59,-1,79
324360,40,97,-2,81
324870,69,86,5,76
325380,90,75,-3,79
325890,48,0,5,74
326400,44,73,-4,78
326910,65,32,-6,84
327420,79,52,13,71
327930,71,2,-7,78
328440,63,75,6,72
328950,84,0,-4,76
329460,76,73,3,73
329970,97,64,-3,76
330480,9,27,-6,82
330990,10,33,2,80
331500,20,39,-3,83
332010,41,6,1,82
332520,42,91,-2,84
333030,71,80,11,73
333540,92,5,-12,85
334050,84,78,6,79
334560,3,3,0,79
335070,59,0,3,76
335580,15,73,-4,80
336090,25,62,4,76
336600,35,51,-2,78
337110,56,18,-5,83
337620,12,29,6,77
338130,33,98,-7,84
338640,43,87,3,81
339150,72,76,5,76
339660,93,1,-9,85
340170,85,74,7,78
340680,43,101,-6,84
341190,72,90,5,79
341700,93,15,3,76
342210,49,35,-6,82
342720,77,2,9,73
343230,69,75,-3,76
343740,90,0,-5,81
344250,82,73,12,69
344760,1,100,-17,86
345270,82,94,5,81
345780,1,19,4,77
346290,65,16,2,75
346800,21,36,-7,82
347310,42,3,-2,84
347820,1,28,2,82
348330,11,34,1,81
348840,21,40,1,80
349350,42,98,4,76
349860,94,87,-6,82
350370,13,12,0,82
350880,34,81,-1,83
351390,44,70,8,75
351900,65,29,-9,84
352410,79,67,10,74
352920,37,94,-6,80
353430,66,83,4,76
353940,87,50,6,70
354450,43,88,-8,78
354960,72,77,4,74
355470,93,2,-6,80
355980,85,96,6,74
356490,4,21,-3,77
357000,42,27,-8,85
357510,70,47,8,77
358020,28,10,-2,79
358530,29,74,-3,82
359040,39,63,4,78
359550,75,30,-1,79
360060,31,33,0,79
360570,52,101,0,79
361080,81,60,2,77
361590,39,10,-12,89
362100,40,95,8,81
362610,69,84,7,74
363120,90,9,-5,79
363630,46,82,-2,81
364140,75,41,6,75
364650,89,4,-9,84
365160,81,77,6,78
365670,0,2,1,77
366180,56,101,3,74
366690,77,60,4,70
367200,35,10,-10,80
367710,36,83,0,80
368220,65,72,0,80
368730,86,99,-2,82
369240,5,24,-1,83
369750,69,30,2,81
370260,25,50,0,81
370770,26,17,1,80
371280,47,86,3,77
371790,76,45,-5,82
372300,90,83,8,74
372810,9,8,-9,83
373320,30,77,6,77
373830,40,66,8,69
374340,61,25,-16,85
374850,75,36,9,76
375360,89,56,-8,84
375870,45,94,7,77
376380,74,83,0,77
376890,95,8,-4,81
377400,87,81,5,76
377910,6,6,-9,85
378420,27,3,1,84
378930,28,88,2,82
379440,38,77,10,72
379950,67,36,-9,81
380460,81,74,8,73
380970,0,101,-4,77
381480,81,90,-2,79
381990,0,15,0,79
382500,64,12,-2,81
383010,20,85,-7,88
383520,30,74,7,81
384030,40,63,-1,82
384540,61,30,0,82
385050,75,68,7,75
385560,96,95,-1,76
386070,15,20,-4,80
386580,36,89,0,80
387090,65,78,7,73
387600,86,45,-7,80
388110,42,83,4,76
388620,71,42,2,74
389130,85,80,-1,75
389640,4,5,-8,83
390150,60,2,8,75
390660,16,75,-7,82
391170,26,64,7,75
391680,36,53,1,74
392190,57,20,-4,78
392700,71,40,-3,81
393210,85,78,4,77
393720,43,40,-8,85
394230,64,7,11,74
394740,20,52,-6,80
395250,30,1,-7,87
395760,31,86,9,78
396270,41,75,4,74
396780,70,34,-8,82
397290,84,72,5,77
397800,42,84,2,75
398310,16,43,-7,82
398820,26,94,-2,84
399330,36,83,3,81
399840,65,72,6,75
400350,86,39,-5,80
400860,42,59,4,76
401370,63,26,-7,83
401880,77,46,7,76
402390,91,84,2,74
402900,10,9,-11,85
403410,38,78,6,79
403920,67,37,-5,84
404430,81,75,5,79
404940,0,37,-2,81
405450,10,88,3,78
405960,20,77,-7,85
406470,30,66,8,77
406980,31,33,0,77
407490,52,0,-2,79
408000,82,73,8,71
408510,40,35,-14,85
409020,61,2,4,81
409530,23,75,-2,83
410040,33,58,6,77
410550,54,25,0,77
411060,68,45,-4,81
411570,26,8,-7,88
412080,54,81,20,68
412590,75,40,-14,82
413100,89,78,11,71
413610,47,90,-8,79
414120,76,49,5,74
414630,90,87,-10,84
415140,9,99,3,81
415650,38,88,3,78
416160,67,77,1,77
416670,88,89,0,77
417180,7,101,-5,82
417690,88,90,6,76
418200,7,0,-4,80
418710,68,73,8,72
419220,89,40,-6,78
419730,45,43,-2,80
420240,66,10,0,80
420750,22,83,-6,86
421260,32,72,13,73
421770,89,61,-10,83
422280,47,99,3,80
422790,76,93,5,75
423300,97,52,-6,81
423810,53,90,9,72
424320,82,49,-2,74
424830,98,87,-5,79
425340,17,99,-1,80
425850,27,88,-5,85
426360,37,71,6,79
426870,66,38,-6,85
427380,24,58,2,83
427890,34,7,6,77
428400,35,80,0,77
428910,64,69,5,72
429420,85,36,-14,86
429930,41,74,9,77
430440,70,33,1,76
430950,84,53,1,75
431460,98,91,-3,78
431970,17,1,-4,82
432480,45,74,5,77
432990,66,14,-6,83
433500,22,34,2,81
434010,43,1,1,80
434520,2,74,-1,81
435030,83,63,-2,83
435540,41,67,7,76
436050,62,34,-10,86
436560,76,54,8,78
437070,32,92,0,78
437580,61,81,-1,79
438090,82,48,2,77
438600,96,86,5,72
439110,54,98,-7,79
439620,83,57,5,74
440130,75,69,-3,77
440640,33,31,-5,82
441150,54,100,8,74
441660,83,59,-9,83
442170,97,97,3,80
442680,16,22,-4,84
443190,17,91,1,83
443700,27,80,4,79
444210,37,63,4,75
444720,58,30,-13,88
445230,72,50,11,77
445740,30,13,-1,78
446250,58,33,-4,82
446760,86,53,-1,83
447270,42,91,6,77
447780,71,50,-5,82
448290,29,13,-1,83
448800,57,33,-1,84
449310,85,50,0,84
449820,99,88,1,83
450330,57,100,9,74
450840,86,1,-4,78
451350,78,74,1,77
451860,36,41,-2,79
452370,57,8,0,79
452880,13,81,-2,81
453390,23,70,3,78
453900,33,53,0,78
454410,54,20,-2,80
454920,68,40,6,74
455430,82,78,1,73
455940,40,90,-7,80
456450,69,79,4,76
456960,90,46,-5,81
457470,46,84,5,76
457980,75,43,-3,79
458490,89,91,-10,89
459000,8,1,3,86
459510,36,100,10,76
460020,65,89,8,68
460530,86,48,-11,79
461040,42,86,-3,82
461550,71,45,6,76
462060,27,83,-4,80
462570,37,72,5,75
463080,66,31,-2,77
463590,22,51,-3,80
464100,32,18,2,78
464610,60,87,4,74
465120,81,46,-7,81
465630,95,9,-1,82
466140,87,82,0,82
466650,6,18,6,76
467160,7,87,-3,79
467670,36,76,-1,80
468180,46,65,4,76
468690,67,32,-4,80
469200,81,52,5,75
469710,37,15,-7,82
470220,65,35,7,75
470730,101,73,-2,77
471240,13,85,-3,80
471750,23,74,-3,83
472260,33,57,10,73
472770,54,24,-2,75
473280,68,44,-5,80
473790,26,82,-2,82
474300,36,65,7,75
474810,65,32,-8,83
475320,79,52,10,73
475830,35,90,-9,82
476340,64,79,11,71
476850,85,38,-12,83
477360,41,3,5,78
477870,69,76,0,78
478380,90,1,-2,80
478890,82,74,7,73
479400,40,86,-6,79
479910,69,75,4,75
480420,90,0,-3,78
480930,82,73,6,72
481440,92,85,-4,76
481950,50,97,-1,77
482460,79,56,1,76
482970,37,62,-3,79
483480,58,21,-6,85
483990,72,41,4,81
484500,86,79,3,78
485010,5,4,1,77
485520,33,73,-3,80
486030,43,56,1,79
486540,64,23,1,78
487050,20,43,-7,85
487560,30,12,2,83
488070,58,5,5,78
488580,20,78,-5,83
489090,30,67,4,79
489600,40,56,0,79
490110,61,23,-3,82
490620,75,26,3,79
491130,31,46,0,79
491640,52,13,-8,87
492150,80,98,10,77
492660,101,57,-4,81
493170,13,95,-4,85
493680,23,84,0,85
494190,33,73,11,74
494700,43,32,-12,86
495210,71,101,14,72
495720,92,60,-7,79
496230,48,23,0,79
496740,76,43,1,78
497250,90,81,0,78
497760,9,93,-8,86
498270,19,82,1,85
498780,29,71,10,75
499290,39,60,2,73
499800,60,27,-9,82
500310,74,47,-3,85
500820,88,85,4,81
501330,7,10,-3,84
501840,35,79,5,79
502350,64,68,-2,81
502860,71,35,2,79
503370,85,73,2,77
503880,43,85,1,76
504390,72,74,0,76
504900,93,41,1,75
505410,49,44,-4,79
505920,70,11,1,78
506430,26,84,-9,87
506940,36,67,15,72
507450,65,26,-13,85
507960,21,29,7,78
508470,42,98,4,74
508980,71,87,-1,75
509490,92,54,-3,78
510000,4,92,-3,81
510510,85,81,2,79
511020,4,6,-8,87
511530,32,75,10,77
512040,42,34,-6,83
512550,70,1,10,73
513060,66,74,1,72
513570,87,101,-5,77
514080,6,87,-5,82
514590,87,76,0,82
515100,45,88,1,81
515610,74,47,2,79
516120,88,85,-2,81
516630,7,10,-4,85
517140,35,79,5,80
517650,64,62,5,75
518160,85,29,-6,81
518670,41,32,-9,90
519180,69,101,22,68
519690,90,60,-8,76
520200,2,23,-9,85
520710,66,35,-4,89
521220,80,73,19,70
521730,38,100,-14,84
522240,67,89,4,80
522750,88,48,3,77
523260,44,86,-4,81
523770,73,45,9,72
524280,87,83,-6,78
524790,45,8,-1,79
525300,46,93,4,75
525810,75,52,-1,76
526320,33,90,2,74
526830,62,79,0,74
527340,83,46,1,73
527850,39,84,-8,81
528360,68,43,3,78
528870,82,6,5,73
529380,74,51,-8,81
529890,32,89,-5,86
530400,42,72,7,79
530910,71,39,-3,82
531420,85,77,9,73
531930,4,89,-5,78
532440,85,78,-9,87
532950,43,3,11,76
533460,62,76,0,76
533970,83,43,1,75
534480,39,81,-7,82
534990,40,40,3,79
535500,61,7,-6,85
536010,17,80,2,83
536520,27,63,1,82
537030,37,30,-1,83
537540,65,99,17,66
538050,86,58,-8,74
538560,42,62,-4,78
539070,63,29,-6,84
539580,77,32,0,84
540090,33,52,9,75
540600,54,19,-10,85
541110,68,2,13,72
541620,24,75,-8,80
542130,34,58,4,76
542640,55,25,-6,82
543150,85,45,3,79
543660,85,83,3,76
544170,4,8,-6,82
544680,5,5,-1,83
545190,6,74,3,80
545700,16,5,-5,85
546210,44,74,10,75
546720,73,33,-5,80
547230,29,71,-1,81
547740,39,54,0,81
548250,15,21,-4,85
548760,16,90,8,77
549270,26,22,-6,83
549780,54,91,9,74
550290,83,50,-7,81
550800,39,88,0,81
551310,68,71,3,78
551820,89,38,-4,82
552330,45,76,2,80
552840,74,35,1,79
553350,18,73,-3,82
553860,28,56,5,77
554370,29,23,-3,80
554880,57,92,6,74
555390,86,51,-3,77
555900,42,89,1,76
556410,71,48,-5,81
556920,29,11,2,79
557430,30,17,-7,86
557940,58,86,6,80
558450,79,45,12,68
558960,35,83,-16,84
559470,64,66,6,78
559980,85,33,3,75
560490,41,70,1,74
561000,70,29,-1,75
561510,26,67,-7,82
562020,36,50,6,76
562530,57,17,-10,86
563040,13,28,2,84
563550,14,97,5,79
564060,24,71,0,79
564570,34,54,0,79
565080,55,21,-7,86
565590,83,32,2,84
566100,39,35,1,83
566610,60,2,9,74
567120,16,75,-10,84
567630,26,58,6,78
568140,36,25,-5,83
568650,64,94,12,71
569160,85,53,-5,76
569670,41,91,2,74
570180,70,80,-1,75
570690,91,5,0,75
571200,83,78,-5,80
571710,41,3,1,79
572220,69,88,4,75
572730,90,13,-7,82
573240,82,58,6,76
573750,38,21,-12,88
574260,66,90,14,74
574770,87,49,-6,80
575280,43,87,1,79
575790,72,46,-4,83
576300,30,84,2,81
576810,31,67,3,78
577320,41,50,-3,81
577830,62,17,1,80
578340,18,20,2,78
578850,19,89,-5,83
579360,29,21,2,81
579870,30,90,-2,83
580380,31,22,1,82
580890,59,91,3,79
581400,80,50,0,79
581910,36,13,-2,81
582420,64,86,5,76
582930,85,45,0,76
583440,41,83,0,76
583950,70,42,-1,77
584460,26,80,-4,81
584970,36,63,9,72
585480,57,30,-3,75
585990,71,18,-3,78
586500,27,21,1,77
587010,55,90,-2,79
587520,84,49,4,75
588030,40,86,-3,78
588540,69,69,5,73
